Sex,Age,Region,Value
Males,0 - 4,Leopold,487
Females,0 - 4,Leopold,455
Males,0 - 4,Newcomb - Moolap,395
Females,0 - 4,Newcomb - Moolap,346
Males,0 - 4,Newtown (Vic.),286
Females,0 - 4,Newtown (Vic.),297
Males,0 - 4,North Geelong - Bell Park,419
Females,0 - 4,North Geelong - Bell Park,436
Males,0 - 4,Surf Coast - Bellarine Peninsula,2318
Females,0 - 4,Surf Coast - Bellarine Peninsula,2023
Males,0 - 4,Clifton Springs,395
Females,0 - 4,Clifton Springs,318
Males,0 - 4,Lorne - Anglesea,121
Females,0 - 4,Lorne - Anglesea,81
Males,0 - 4,Ocean Grove - Barwon Heads,884
Females,0 - 4,Ocean Grove - Barwon Heads,787
Males,0 - 4,Portarlington,136
Females,0 - 4,Portarlington,136
Males,0 - 4,Point Lonsdale - Queenscliff,65
Females,0 - 4,Point Lonsdale - Queenscliff,71
Males,0 - 4,Torquay,716
Females,0 - 4,Torquay,634
Males,0 - 4,Upper Goulburn Valley,1454
Females,0 - 4,Upper Goulburn Valley,1359
Males,0 - 4,Alexandra,119
Females,0 - 4,Alexandra,139
Males,0 - 4,Euroa,134
Females,0 - 4,Euroa,127
Males,0 - 4,Kilmore - Broadford,471
Females,0 - 4,Kilmore - Broadford,388
Males,0 - 4,Mansfield (Vic.),220
Females,0 - 4,Mansfield (Vic.),214
Males,0 - 4,Nagambie,100
Females,0 - 4,Nagambie,96
Males,0 - 4,Seymour,151
Females,0 - 4,Seymour,164
Males,0 - 4,Seymour Region,172
Females,0 - 4,Seymour Region,165
Males,0 - 4,Upper Yarra Valley,3
Females,0 - 4,Upper Yarra Valley,5
Males,0 - 4,Yea,75
Females,0 - 4,Yea,72
Males,0 - 4,Wangaratta - Benalla,1227
Females,0 - 4,Wangaratta - Benalla,1159
Males,0 - 4,Benalla,263
Females,0 - 4,Benalla,233
Males,0 - 4,Benalla Region,104
Females,0 - 4,Benalla Region,75
Males,0 - 4,Rutherglen,77
Females,0 - 4,Rutherglen,97
Males,0 - 4,Wangaratta,536
Females,0 - 4,Wangaratta,507
Males,0 - 4,Wangaratta Region,245
Females,0 - 4,Wangaratta Region,243
Males,0 - 4,Wodonga - Alpine,2159
Females,0 - 4,Wodonga - Alpine,2101
Males,0 - 4,Beechworth,110
Females,0 - 4,Beechworth,100
Males,0 - 4,Bright - Mount Beauty,173
Females,0 - 4,Bright - Mount Beauty,173
Males,0 - 4,Chiltern - Indigo Valley,89
Females,0 - 4,Chiltern - Indigo Valley,80
Males,0 - 4,Myrtleford,100
Females,0 - 4,Myrtleford,101
Males,0 - 4,Towong,148
Females,0 - 4,Towong,130
Males,0 - 4,West Wodonga,549
Females,0 - 4,West Wodonga,529
Males,0 - 4,Wodonga,873
Females,0 - 4,Wodonga,878
Males,0 - 4,Yackandandah,125
Females,0 - 4,Yackandandah,113
Males,0 - 4,Drouin,544
Females,0 - 4,Drouin,585
Males,0 - 4,Mount Baw Baw Region,152
Females,0 - 4,Mount Baw Baw Region,129
Males,0 - 4,Trafalgar (Vic.),249
Females,0 - 4,Trafalgar (Vic.),214
Males,0 - 4,Warragul,541
Females,0 - 4,Warragul,529
Males,0 - 4,Alps - East,0
Females,0 - 4,Alps - East,0
Males,0 - 4,Bairnsdale,438
Females,0 - 4,Bairnsdale,469
Males,0 - 4,Bruthen - Omeo,192
Females,0 - 4,Bruthen - Omeo,196
Males,0 - 4,Lake King,0
Females,0 - 4,Lake King,0
Males,0 - 4,Lakes Entrance,217
Females,0 - 4,Lakes Entrance,219
Males,0 - 4,Orbost,139
Females,0 - 4,Orbost,131
Males,0 - 4,Paynesville,126
Females,0 - 4,Paynesville,108
Males,0 - 4,Foster,243
Females,0 - 4,Foster,210
Males,0 - 4,French Island,0
Females,0 - 4,French Island,0
Males,0 - 4,Korumburra,269
Females,0 - 4,Korumburra,219
Males,0 - 4,Leongatha,336
Females,0 - 4,Leongatha,321
Males,0 - 4,Phillip Island,287
Females,0 - 4,Phillip Island,241
Males,0 - 4,Wilsons Promontory,0
Females,0 - 4,Wilsons Promontory,0
Males,0 - 4,Wonthaggi - Inverloch,596
Females,0 - 4,Wonthaggi - Inverloch,537
Males,0 - 4,Churchill,349
Females,0 - 4,Churchill,293
Males,0 - 4,Moe - Newborough,433
Females,0 - 4,Moe - Newborough,463
Males,0 - 4,Morwell,425
Females,0 - 4,Morwell,407
Males,0 - 4,Traralgon,913
Females,0 - 4,Traralgon,799
Males,0 - 4,Yallourn North - Glengarry,144
Females,0 - 4,Yallourn North - Glengarry,131
Males,0 - 4,Alps - West,0
Females,0 - 4,Alps - West,0
Males,0 - 4,Longford - Loch Sport,91
Females,0 - 4,Longford - Loch Sport,87
Males,0 - 4,Maffra,413
Females,0 - 4,Maffra,418
Males,0 - 4,Rosedale,128
Females,0 - 4,Rosedale,110
Males,0 - 4,Sale,498
Females,0 - 4,Sale,468
Males,0 - 4,Yarram,126
Females,0 - 4,Yarram,102
Males,0 - 4,Ararat,203
Females,0 - 4,Ararat,159
Males,0 - 4,Ararat Region,104
Females,0 - 4,Ararat Region,108
Males,0 - 4,Horsham,555
Females,0 - 4,Horsham,480
Males,0 - 4,Horsham Region,108
Females,0 - 4,Horsham Region,79
Males,0 - 4,Nhill Region,163
Females,0 - 4,Nhill Region,154
Males,0 - 4,St Arnaud,78
Females,0 - 4,St Arnaud,73
Males,0 - 4,Stawell,202
Females,0 - 4,Stawell,165
Males,0 - 4,West Wimmera,84
Females,0 - 4,West Wimmera,72
Males,0 - 4,Yarriambiack,153
Females,0 - 4,Yarriambiack,132
Males,0 - 4,Irymple,194
Females,0 - 4,Irymple,197
Males,0 - 4,Merbein,146
Females,0 - 4,Merbein,142
Males,0 - 4,Mildura Region,101
Females,0 - 4,Mildura Region,92
Males,0 - 4,Red Cliffs,201
Females,0 - 4,Red Cliffs,163
Males,0 - 4,Mildura - North,609
Females,0 - 4,Mildura - North,599
Males,0 - 4,Mildura - South,445
Females,0 - 4,Mildura - South,467
Males,0 - 4,Buloke,119
Females,0 - 4,Buloke,135
Males,0 - 4,Gannawarra,165
Females,0 - 4,Gannawarra,152
Males,0 - 4,Kerang,98
Females,0 - 4,Kerang,95
Males,0 - 4,Robinvale,129
Females,0 - 4,Robinvale,104
Males,0 - 4,Swan Hill,391
Females,0 - 4,Swan Hill,370
Males,0 - 4,Swan Hill Region,203
Females,0 - 4,Swan Hill Region,136
Males,0 - 4,Echuca,405
Females,0 - 4,Echuca,427
Males,0 - 4,Kyabram,328
Females,0 - 4,Kyabram,317
Males,0 - 4,Lockington - Gunbower,104
Females,0 - 4,Lockington - Gunbower,97
Males,0 - 4,Rochester,97
Females,0 - 4,Rochester,121
Males,0 - 4,Rushworth,95
Females,0 - 4,Rushworth,98
Males,0 - 4,Cobram,185
Females,0 - 4,Cobram,168
Males,0 - 4,Moira,61
Females,0 - 4,Moira,56
Males,0 - 4,Numurkah,342
Females,0 - 4,Numurkah,322
Males,0 - 4,Yarrawonga,239
Females,0 - 4,Yarrawonga,210
Males,0 - 4,Mooroopna,232
Females,0 - 4,Mooroopna,239
Males,0 - 4,Shepparton - North,650
Females,0 - 4,Shepparton - North,608
Males,0 - 4,Shepparton - South,839
Females,0 - 4,Shepparton - South,810
Males,0 - 4,Shepparton Region - East,108
Females,0 - 4,Shepparton Region - East,122
Males,0 - 4,Shepparton Region - West,326
Females,0 - 4,Shepparton Region - West,276
Males,0 - 4,Glenelg (Vic.),183
Females,0 - 4,Glenelg (Vic.),195
Males,0 - 4,Hamilton (Vic.),264
Females,0 - 4,Hamilton (Vic.),268
Males,0 - 4,Portland,292
Females,0 - 4,Portland,316
Males,0 - 4,Southern Grampians,170
Females,0 - 4,Southern Grampians,151
Males,0 - 4,Camperdown,85
Females,0 - 4,Camperdown,96
Males,0 - 4,Colac,394
Females,0 - 4,Colac,352
Males,0 - 4,Colac Region,155
Females,0 - 4,Colac Region,150
Males,0 - 4,Corangamite - North,137
Females,0 - 4,Corangamite - North,121
Males,0 - 4,Corangamite - South,212
Females,0 - 4,Corangamite - South,213
Males,0 - 4,Otway,62
Females,0 - 4,Otway,62
Males,0 - 4,Moyne - East,194
Females,0 - 4,Moyne - East,205
Males,0 - 4,Moyne - West,282
Females,0 - 4,Moyne - West,255
Males,0 - 4,Warrnambool - North,676
Females,0 - 4,Warrnambool - North,632
Males,0 - 4,Warrnambool - South,353
Females,0 - 4,Warrnambool - South,323
Males,0 - 4,Migratory - Offshore - Shipping (Vic.),0
Females,0 - 4,Migratory - Offshore - Shipping (Vic.),0
Males,0 - 4,No usual address (Vic.),215
Females,0 - 4,No usual address (Vic.),163
Males,9-May,Brunswick,462
Females,9-May,Brunswick,447
Males,9-May,Brunswick East,188
Females,9-May,Brunswick East,208
Males,9-May,Brunswick West,311
Females,9-May,Brunswick West,298
Males,9-May,Coburg,726
Females,9-May,Coburg,679
Males,9-May,Pascoe Vale South,358
Females,9-May,Pascoe Vale South,308
Males,9-May,Alphington - Fairfield,265
Females,9-May,Alphington - Fairfield,245
Males,9-May,Northcote,676
Females,9-May,Northcote,701
Males,9-May,Thornbury,513
Females,9-May,Thornbury,491
Males,9-May,Ascot Vale,455
Females,9-May,Ascot Vale,450
Males,9-May,Essendon - Aberfeldie,757
Females,9-May,Essendon - Aberfeldie,747
Males,9-May,Flemington,277
Females,9-May,Flemington,237
Males,9-May,Moonee Ponds,387
Females,9-May,Moonee Ponds,394
Males,9-May,Carlton,192
Females,9-May,Carlton,164
Males,9-May,Docklands,68
Females,9-May,Docklands,80
Males,9-May,East Melbourne,38
Females,9-May,East Melbourne,46
Males,9-May,Flemington Racecourse,0
Females,9-May,Flemington Racecourse,0
Males,9-May,Kensington (Vic.),246
Females,9-May,Kensington (Vic.),243
Males,9-May,Melbourne,162
Females,9-May,Melbourne,155
Males,9-May,North Melbourne,323
Females,9-May,North Melbourne,301
Males,9-May,Parkville,56
Females,9-May,Parkville,54
Males,9-May,South Yarra - West,64
Females,9-May,South Yarra - West,68
Males,9-May,Southbank,107
Females,9-May,Southbank,97
Males,9-May,West Melbourne,0
Females,9-May,West Melbourne,0
Males,9-May,Albert Park,361
Females,9-May,Albert Park,359
Males,9-May,Elwood,354
Females,9-May,Elwood,375
Males,9-May,Port Melbourne,344
Females,9-May,Port Melbourne,309
Males,9-May,Port Melbourne Industrial,0
Females,9-May,Port Melbourne Industrial,0
Males,9-May,South Melbourne,198
Females,9-May,South Melbourne,184
Males,9-May,St Kilda,321
Females,9-May,St Kilda,318
Males,9-May,St Kilda East,354
Females,9-May,St Kilda East,357
Males,9-May,Armadale,201
Females,9-May,Armadale,210
Males,9-May,Prahran - Windsor,238
Females,9-May,Prahran - Windsor,253
Males,9-May,South Yarra - East,192
Females,9-May,South Yarra - East,213
Males,9-May,Toorak,238
Females,9-May,Toorak,265
Males,9-May,Abbotsford,92
Females,9-May,Abbotsford,78
Males,9-May,Carlton North - Princes Hill,149
Females,9-May,Carlton North - Princes Hill,135
Males,9-May,Collingwood,160
Females,9-May,Collingwood,151
Males,9-May,Fitzroy,210
Females,9-May,Fitzroy,168
Males,9-May,Fitzroy North,296
Females,9-May,Fitzroy North,302
Males,9-May,Richmond (Vic.),442
Females,9-May,Richmond (Vic.),493
Males,9-May,Yarra - North,254
Females,9-May,Yarra - North,244
Males,9-May,Ashburton (Vic.),303
Females,9-May,Ashburton (Vic.),289
Males,9-May,Balwyn,404
Females,9-May,Balwyn,418
Males,9-May,Balwyn North,639
Females,9-May,Balwyn North,595
Males,9-May,Camberwell,685
Females,9-May,Camberwell,638
Males,9-May,Glen Iris - East,674
Females,9-May,Glen Iris - East,601
Males,9-May,Hawthorn,532
Females,9-May,Hawthorn,508
Males,9-May,Hawthorn East,431
Females,9-May,Hawthorn East,414
Males,9-May,Kew,705
Females,9-May,Kew,681
Males,9-May,Kew East,259
Females,9-May,Kew East,211
Males,9-May,Surrey Hills (West) - Canterbury,566
Females,9-May,Surrey Hills (West) - Canterbury,492
Males,9-May,Bulleen,283
Females,9-May,Bulleen,269
Males,9-May,Doncaster,506
Females,9-May,Doncaster,454
Males,9-May,Templestowe,473
Females,9-May,Templestowe,452
Males,9-May,Templestowe Lower,391
Females,9-May,Templestowe Lower,390
Males,9-May,Doncaster East (North),448
Females,9-May,Doncaster East (North),415
Males,9-May,Doncaster East (South),434
Females,9-May,Doncaster East (South),426
Males,9-May,Blackburn,730
Females,9-May,Blackburn,671
Males,9-May,Blackburn South,349
Females,9-May,Blackburn South,351
Males,9-May,Box Hill,451
Females,9-May,Box Hill,416
Males,9-May,Box Hill North,551
Females,9-May,Box Hill North,501
Males,9-May,Burwood,203
Females,9-May,Burwood,255
Males,9-May,Burwood East,244
Females,9-May,Burwood East,259
Males,9-May,Surrey Hills (East) - Mont Albert,323
Females,9-May,Surrey Hills (East) - Mont Albert,292
Males,9-May,Beaumaris,463
Females,9-May,Beaumaris,479
Males,9-May,Brighton (Vic.),646
Females,9-May,Brighton (Vic.),699
Males,9-May,Brighton East,608
Females,9-May,Brighton East,601
Males,9-May,Cheltenham - Highett (West),390
Females,9-May,Cheltenham - Highett (West),392
Males,9-May,Hampton,662
Females,9-May,Hampton,612
Males,9-May,Sandringham - Black Rock,509
Females,9-May,Sandringham - Black Rock,519
Males,9-May,Bentleigh - McKinnon,768
Females,9-May,Bentleigh - McKinnon,706
Males,9-May,Carnegie,455
Females,9-May,Carnegie,464
Males,9-May,Caulfield - North,674
Females,9-May,Caulfield - North,658
Males,9-May,Caulfield - South,559
Females,9-May,Caulfield - South,520
Males,9-May,Elsternwick,395
Females,9-May,Elsternwick,343
Males,9-May,Hughesdale,211
Females,9-May,Hughesdale,230
Males,9-May,Murrumbeena,269
Females,9-May,Murrumbeena,265
Males,9-May,Ormond - Glen Huntly,404
Females,9-May,Ormond - Glen Huntly,369
Males,9-May,Bentleigh East (North),628
Females,9-May,Bentleigh East (North),520
Males,9-May,Bentleigh East (South),542
Females,9-May,Bentleigh East (South),440
Males,9-May,Aspendale Gardens - Waterways,324
Females,9-May,Aspendale Gardens - Waterways,265
Males,9-May,Braeside,0
Females,9-May,Braeside,0
Males,9-May,Carrum - Patterson Lakes,313
Females,9-May,Carrum - Patterson Lakes,326
Males,9-May,Chelsea - Bonbeach,425
Females,9-May,Chelsea - Bonbeach,399
Males,9-May,Chelsea Heights,181
Females,9-May,Chelsea Heights,153
Males,9-May,Cheltenham - Highett (East),710
Females,9-May,Cheltenham - Highett (East),621
Males,9-May,Edithvale - Aspendale,496
Females,9-May,Edithvale - Aspendale,473
Males,9-May,Mentone,359
Females,9-May,Mentone,362
Males,9-May,Moorabbin - Heatherton,321
Females,9-May,Moorabbin - Heatherton,314
Males,9-May,Moorabbin Airport,0
Females,9-May,Moorabbin Airport,0
Males,9-May,Mordialloc - Parkdale,715
Females,9-May,Mordialloc - Parkdale,677
Males,9-May,Malvern - Glen Iris,589
Females,9-May,Malvern - Glen Iris,564
Males,9-May,Malvern East,684
Females,9-May,Malvern East,664
Males,9-May,Bundoora - East,305
Females,9-May,Bundoora - East,229
Males,9-May,Greensborough,706
Females,9-May,Greensborough,646
Males,9-May,Heidelberg - Rosanna,481
Females,9-May,Heidelberg - Rosanna,466
Males,9-May,Heidelberg West,376
Females,9-May,Heidelberg West,414
Males,9-May,Ivanhoe,294
Females,9-May,Ivanhoe,334
Males,9-May,Ivanhoe East - Eaglemont,250
Females,9-May,Ivanhoe East - Eaglemont,232
Males,9-May,Montmorency - Briar Hill,512
Females,9-May,Montmorency - Briar Hill,500
Males,9-May,Viewbank - Yallambie,630
Females,9-May,Viewbank - Yallambie,655
Males,9-May,Watsonia,286
Females,9-May,Watsonia,291
Males,9-May,Kingsbury,242
Females,9-May,Kingsbury,269
Males,9-May,Reservoir - East,709
Females,9-May,Reservoir - East,637
Males,9-May,Reservoir - West,702
Females,9-May,Reservoir - West,645
Males,9-May,Preston - East,522
Females,9-May,Preston - East,477
Males,9-May,Preston - West,408
Females,9-May,Preston - West,373
Males,9-May,Eltham,823
Females,9-May,Eltham,793
Males,9-May,Hurstbridge,152
Females,9-May,Hurstbridge,123
Males,9-May,Kinglake,151
Females,9-May,Kinglake,133
Males,9-May,Panton Hill - St Andrews,168
Females,9-May,Panton Hill - St Andrews,179
Males,9-May,Plenty - Yarrambat,331
Females,9-May,Plenty - Yarrambat,327
Males,9-May,Research - North Warrandyte,239
Females,9-May,Research - North Warrandyte,214
Males,9-May,Wattle Glen - Diamond Creek,462
Females,9-May,Wattle Glen - Diamond Creek,428
Males,9-May,Bundoora - North,197
Females,9-May,Bundoora - North,206
Males,9-May,Bundoora - West,129
Females,9-May,Bundoora - West,125
Males,9-May,Lalor,705
Females,9-May,Lalor,668
Males,9-May,Mill Park - North,496
Females,9-May,Mill Park - North,466
Males,9-May,Mill Park - South,348
Females,9-May,Mill Park - South,308
Males,9-May,Thomastown,560
Females,9-May,Thomastown,519
Males,9-May,Wallan,673
Females,9-May,Wallan,662
Males,9-May,Whittlesea,320
Females,9-May,Whittlesea,255
Males,9-May,Doreen,1065
Females,9-May,Doreen,984
Males,9-May,Epping - East,475
Females,9-May,Epping - East,437
Males,9-May,Epping - South,249
Females,9-May,Epping - South,239
Males,9-May,Epping - West,560
Females,9-May,Epping - West,501
Males,9-May,Mernda,725
Females,9-May,Mernda,663
Males,9-May,South Morang (North),559
Females,9-May,South Morang (North),573
Males,9-May,South Morang (South),462
Females,9-May,South Morang (South),392
Males,9-May,Wollert,389
Females,9-May,Wollert,350
Males,9-May,Airport West,188
Females,9-May,Airport West,184
Males,9-May,Essendon Airport,0
Females,9-May,Essendon Airport,0
Males,9-May,Keilor,270
Females,9-May,Keilor,229
Males,9-May,Keilor East,763
Females,9-May,Keilor East,688
Males,9-May,Niddrie - Essendon West,246
Females,9-May,Niddrie - Essendon West,210
Males,9-May,Strathmore,342
Females,9-May,Strathmore,309
Males,9-May,Gisborne,527
Females,9-May,Gisborne,490
Males,9-May,Macedon,158
Females,9-May,Macedon,113
Males,9-May,Riddells Creek,134
Females,9-May,Riddells Creek,159
Males,9-May,Romsey,315
Females,9-May,Romsey,301
Males,9-May,Coburg North,202
Females,9-May,Coburg North,213
Males,9-May,Fawkner,529
Females,9-May,Fawkner,506
Males,9-May,Pascoe Vale,711
Females,9-May,Pascoe Vale,681
Males,9-May,Glenroy,659
Females,9-May,Glenroy,573
Males,9-May,Gowanbrae,104
Females,9-May,Gowanbrae,117
Males,9-May,Hadfield,193
Females,9-May,Hadfield,168
Males,9-May,Sunbury,465
Females,9-May,Sunbury,416
Males,9-May,Sunbury - South,896
Females,9-May,Sunbury - South,827
Males,9-May,Broadmeadows,501
Females,9-May,Broadmeadows,445
Males,9-May,Campbellfield - Coolaroo,621
Females,9-May,Campbellfield - Coolaroo,597
Males,9-May,Gladstone Park - Westmeadows,492
Females,9-May,Gladstone Park - Westmeadows,473
Males,9-May,Greenvale - Bulla,521
Females,9-May,Greenvale - Bulla,514
Males,9-May,Meadow Heights,605
Females,9-May,Meadow Heights,567
Males,9-May,Melbourne Airport,0
Females,9-May,Melbourne Airport,4
Males,9-May,Roxburgh Park - Somerton,982
Females,9-May,Roxburgh Park - Somerton,952
Males,9-May,Tullamarine,161
Females,9-May,Tullamarine,140
Males,9-May,Craigieburn - Central,337
Females,9-May,Craigieburn - Central,332
Males,9-May,Craigieburn - North,615
Females,9-May,Craigieburn - North,562
Males,9-May,Craigieburn - South,679
Females,9-May,Craigieburn - South,633
Males,9-May,Craigieburn - West,731
Females,9-May,Craigieburn - West,609
Males,9-May,Mickleham - Yuroke,103
Females,9-May,Mickleham - Yuroke,106
Males,9-May,Bayswater,351
Females,9-May,Bayswater,309
Males,9-May,Knoxfield - Scoresby,496
Females,9-May,Knoxfield - Scoresby,433
Males,9-May,Lysterfield,234
Females,9-May,Lysterfield,179
Males,9-May,Rowville - Central,457
Females,9-May,Rowville - Central,442
Males,9-May,Rowville - North,315
Females,9-May,Rowville - North,275
Males,9-May,Rowville - South,338
Females,9-May,Rowville - South,303
Males,9-May,Wantirna,429
Females,9-May,Wantirna,433
Males,9-May,Wantirna South,456
Females,9-May,Wantirna South,403
Males,9-May,Boronia,649
Females,9-May,Boronia,574
Males,9-May,Ferntree Gully (North),430
Females,9-May,Ferntree Gully (North),362
Males,9-May,Ferntree Gully (South) - Upper Ferntree Gully,478
Females,9-May,Ferntree Gully (South) - Upper Ferntree Gully,413
Males,9-May,The Basin,139
Females,9-May,The Basin,155
Males,9-May,Donvale - Park Orchards,510
Females,9-May,Donvale - Park Orchards,464
Males,9-May,Warrandyte - Wonga Park,325
Females,9-May,Warrandyte - Wonga Park,299
Males,9-May,Bayswater North,377
Females,9-May,Bayswater North,332
Males,9-May,Croydon Hills - Warranwood,591
Females,9-May,Croydon Hills - Warranwood,605
Males,9-May,Ringwood,524
Females,9-May,Ringwood,498
Males,9-May,Ringwood East,627
Females,9-May,Ringwood East,638
Males,9-May,Ringwood North,352
Females,9-May,Ringwood North,279
Males,9-May,Croydon - East,460
Females,9-May,Croydon - East,443
Males,9-May,Croydon - West,428
Females,9-May,Croydon - West,405
Males,9-May,Croydon South,152
Females,9-May,Croydon South,150
Males,9-May,Forest Hill,296
Females,9-May,Forest Hill,312
Males,9-May,Mitcham (Vic.),527
Females,9-May,Mitcham (Vic.),512
Males,9-May,Nunawading,351
Females,9-May,Nunawading,402
Males,9-May,Vermont,353
Females,9-May,Vermont,372
Males,9-May,Vermont South,334
Females,9-May,Vermont South,318
Males,9-May,Belgrave - Selby,349
Females,9-May,Belgrave - Selby,357
Males,9-May,Chirnside Park,272
Females,9-May,Chirnside Park,285
Males,9-May,Healesville - Yarra Glen,439
Females,9-May,Healesville - Yarra Glen,446
Males,9-May,Kilsyth,300
Females,9-May,Kilsyth,258
Males,9-May,Lilydale - Coldstream,586
Females,9-May,Lilydale - Coldstream,627
Males,9-May,Monbulk - Silvan,183
Females,9-May,Monbulk - Silvan,180
Males,9-May,Montrose,240
Females,9-May,Montrose,207
Males,9-May,Mooroolbark,789
Females,9-May,Mooroolbark,704
Males,9-May,Mount Dandenong - Olinda,339
Females,9-May,Mount Dandenong - Olinda,298
Males,9-May,Mount Evelyn,349
Females,9-May,Mount Evelyn,304
Males,9-May,Upwey - Tecoma,326
Females,9-May,Upwey - Tecoma,295
Males,9-May,Wandin - Seville,290
Females,9-May,Wandin - Seville,252
Males,9-May,Yarra Valley,545
Females,9-May,Yarra Valley,497
Males,9-May,Beaconsfield - Officer,455
Females,9-May,Beaconsfield - Officer,488
Males,9-May,Bunyip - Garfield,307
Females,9-May,Bunyip - Garfield,293
Males,9-May,Emerald - Cockatoo,645
Females,9-May,Emerald - Cockatoo,616
Males,9-May,Koo Wee Rup,233
Females,9-May,Koo Wee Rup,277
Males,9-May,Pakenham - North,787
Females,9-May,Pakenham - North,724
Males,9-May,Pakenham - South,1253
Females,9-May,Pakenham - South,1205
Males,9-May,Berwick - North,684
Females,9-May,Berwick - North,665
Males,9-May,Berwick - South,1282
Females,9-May,Berwick - South,1184
Males,9-May,Doveton,385
Females,9-May,Doveton,351
Males,9-May,Hallam,385
Females,9-May,Hallam,338
Males,9-May,Narre Warren North,258
Females,9-May,Narre Warren North,223
Males,9-May,Endeavour Hills - North,369
Females,9-May,Endeavour Hills - North,382
Males,9-May,Endeavour Hills - South,423
Females,9-May,Endeavour Hills - South,397
Males,9-May,Narre Warren - North East,458
Females,9-May,Narre Warren - North East,447
Males,9-May,Narre Warren - South West,476
Females,9-May,Narre Warren - South West,450
Males,9-May,Cranbourne,771
Females,9-May,Cranbourne,731
Males,9-May,Cranbourne East,1257
Females,9-May,Cranbourne East,1113
Males,9-May,Cranbourne North,891
Females,9-May,Cranbourne North,849
Males,9-May,Cranbourne South,302
Females,9-May,Cranbourne South,313
Males,9-May,Cranbourne West,666
Females,9-May,Cranbourne West,615
Males,9-May,Hampton Park - Lynbrook,1017
Females,9-May,Hampton Park - Lynbrook,955
